dataset/algo,abalone,anneal,arrhythmia,audiology,autos,balance-scale,baseball,braziltourism,breast-cancer,breast-w,bridges_version1,bridges_version2,car,cmc,colic,colic.ORIG,credit-a,credit-g,cylinder-bands,dermatology,diabetes,ecoli,glass,haberman,hayes-roth_test,hayes-roth_train,heart-c,heart-h,heart-statlog,hepatitis,hypothyroid,ionosphere,iris,kr-vs-kp,kropt,labor,letter,liver-disorders,lung-cancer,lymph,molecular-biology_promoters,monks-problems-1_test,monks-problems-1_train,monks-problems-2_test,monks-problems-2_train,monks-problems-3_test,monks-problems-3_train,mushroom,nursery,optdigits,page-blocks,pendigits,postoperative-patient-data,primary-tumor,satimage,segment,shuttle-landing-control,sick,solar-flare_1,solar-flare_2,sonar,soybean,spambase,spectf_test,spectf_train,spect_test,spect_train,splice,tae,tic-tac-toe,vehicle,vote,vowel,waveform-5000,yeast,zoo
Bagging-I-1..25-DecisionStump,0.214328,0.833314,0.550885,0.464602,0.44878,0.692114,0.906903,0.770111,0.733217,0.93753,0.551191,0.567858,0.700231,0.43119,0.815217,0.803668,0.855072,0.7,0.693122,0.510018,0.728906,0.645833,0.463655,0.738562,0.603175,0.543939,0.777778,0.799887,0.763375,0.821774,0.952876,0.839506,0.818334,0.660513,0.221002,0.855263,0.083125,0.625507,0.507813,0.756757,0.840252,0.75,0.731855,0.671296,0.612003,0.846065,0.877049,0.886755,0.6625,0.224395,0.931299,0.205634,0.701235,0.289086,0.437147,0.565897,0.616667,0.965536,0.670279,0.534709,0.726992,0.277086,0.795107,0.796215,0.739773,0.919786,0.6875,0.623824,0.465232,0.699374,0.411854,0.956322,0.250505,0.5915,0.406755,0.622348
Bagging-I-1..25-DecisionTable,0.251185,0.98608,0.669248,0.738938,0.735772,0.846629,0.913753,0.769197,0.708042,0.95279,0.505714,0.451191,0.938223,0.509844,0.85163,0.815761,0.856522,0.7076,0.596914,0.908622,0.758854,0.82398,0.657944,0.744444,0.595238,0.624656,0.809571,0.78458,0.826667,0.819355,0.993213,0.903767,0.947778,0.976221,0.521457,0.85008,0.769777,0.626087,0.511364,0.780406,0.832884,0.999486,0.91129,0.670139,0.608153,0.997685,0.919672,0.999979,0.94447,0.852313,0.963152,0.872453,0.682222,0.369996,0.854432,0.949784,0.580952,0.975557,0.710836,0.745622,0.738582,0.885798,0.927103,0.803903,0.759375,0.919786,0.71875,0.666896,0.497291,0.748956,0.698109,0.942528,0.855808,0.790044,0.577079,0.861386
Bagging-I-1..25-HyperPipes,0.114376,0.962509,0.583628,0.647001,0.623577,0.4608,0.931269,0.767476,0.677157,0.956223,0.598095,0.580952,0.700231,0.425492,0.675544,0.713655,0.480435,0.70275,0.765079,0.958675,0.679967,0.792039,0.543494,0.730719,0.545918,0.601515,0.69769,0.706633,0.702778,0.823041,0.938229,0.363722,0.926111,0.543805,0.099658,0.91886,0.352364,0.507246,0.5,0.722973,0.644654,0.75,0.730287,0.671296,0.618935,0.481944,0.52459,0.997661,0.624383,0.761317,0.932281,0.430535,0.67963,0.284366,0.612508,0.800866,0.629629,0.938547,0.68765,0.690432,0.689103,0.86951,0.713106,0.801487,0.666667,0.935829,0.657812,0.859113,0.472185,0.346555,0.395475,0.65977,0.425926,0.563067,0.427898,0.906491
Bagging-I-1..25-IB1,0.213263,0.980212,0.561947,0.721871,0.711653,0.8258,0.925124,0.707618,0.737179,0.961056,0.647619,0.627211,0.894531,0.450187,0.815605,0.651087,0.826708,0.726,0.715656,0.946949,0.716363,0.820833,0.699182,0.694445,0.467533,0.707576,0.810938,0.802103,0.761111,0.824516,0.929134,0.864025,0.952592,0.947851,0.581807,0.866667,0.959425,0.617874,0.4375,0.81982,0.832548,0.964815,0.774194,0.54321,0.575937,0.967262,0.825819,0.999965,0.945194,0.985765,0.961081,0.99325,0.638095,0.397575,0.907527,0.962709,0.511111,0.959202,0.676084,0.723499,0.864423,0.91142,0.917409,0.733935,0.721429,0.887106,0.6475,0.777743,0.589404,0.957202,0.707742,0.929023,0.970274,0.755167,0.547266,0.95297
Bagging-I-1..25-IBk,0.216389,0.98266,0.573009,0.751475,0.717073,0.855314,0.922668,0.706531,0.730769,0.960801,0.642177,0.647619,0.939172,0.447726,0.806159,0.644269,0.834461,0.725125,0.726543,0.951813,0.712891,0.8125,0.687583,0.672114,0.478571,0.686553,0.808948,0.794029,0.76532,0.825161,0.925928,0.860716,0.95641,0.964241,0.700227,0.849123,0.95785,0.619646,0.40625,0.837838,0.843251,0.989198,0.776882,0.538195,0.555029,0.986111,0.819672,1,0.973129,0.986426,0.961666,0.992904,0.62963,0.393805,0.907102,0.960946,0.593333,0.959007,0.690402,0.733584,0.865385,0.91142,0.91554,0.741016,0.739062,0.880894,0.648214,0.786677,0.596972,0.986579,0.698385,0.929119,0.964815,0.7532,0.542645,0.95297
Bagging-I-1..25-J48,0.241381,0.980234,0.736094,0.770403,0.790854,0.8464,0.932729,0.765777,0.739161,0.95435,0.661905,0.635714,0.91776,0.54062,0.854891,0.663043,0.861284,0.73925,0.579321,0.960578,0.750651,0.854167,0.709813,0.736383,0.626984,0.796717,0.815732,0.795918,0.814478,0.82212,0.994138,0.924298,0.938333,0.994055,0.574558,0.83732,0.918973,0.705314,0.522321,0.810811,0.878145,0.965046,0.747312,0.657665,0.588335,0.98578,0.931148,0.999949,0.967956,0.955486,0.972671,0.976487,0.707407,0.424779,0.895548,0.968052,0.583333,0.986148,0.70743,0.74531,0.754808,0.909468,0.937405,0.797191,0.7475,0.919786,0.683333,0.943104,0.590728,0.93048,0.744238,0.958046,0.859596,0.823367,0.606301,0.920792
Bagging-I-1..25-JRip,0.247498,0.979044,0.727072,0.724779,0.69878,0.85984,0.935927,0.760518,0.740093,0.963042,0.649524,0.613605,0.875992,0.54431,0.855978,0.835227,0.860749,0.722,0.698413,0.927596,0.759549,0.838624,0.71028,0.739288,0.637755,0.794372,0.833883,0.811791,0.821399,0.814516,0.991304,0.912902,0.949524,0.989362,0.422239,0.868421,0.668059,0.703261,0.515666,0.804054,0.839623,0.995833,0.891129,0.667953,0.579881,0.979938,0.919399,0.999729,0.961759,0.963958,0.972629,0.979931,0.703704,0.415634,0.894976,0.966071,0.5,0.983386,0.73237,0.738378,0.779647,0.911502,0.937001,0.815613,0.768182,0.918003,0.686765,0.952844,0.533113,0.982951,0.735225,0.957472,0.818759,0.839727,0.59681,0.884158
Bagging-I-1..25-LMT,0.24978,0.989573,0.745133,0.820796,0.732317,0.90688,0.914997,0.768377,0.717283,0.964235,0.675,0.664469,0.972538,0.529532,0.841486,0.818478,0.866485,0.756167,0.756878,0.974499,0.762429,0.875992,0.700155,0.742297,0.6,0.787879,0.834434,0.831876,0.832997,0.851613,0.995051,0.927147,0.953333,0.994733,0.422239,0.885965,0.668059,0.708696,0.5,0.847713,0.904209,0.997685,0.770968,0.6268,0.565089,0.996759,0.934426,0.99952,0.982803,0.975979,0.973433,0.989499,0.614815,0.453013,0.899922,0.971169,0.558333,0.989594,0.71517,0.757244,0.782051,0.935139,0.944287,0.825279,0.789063,0.91016,0.70625,0.766595,0.572185,0.982464,0.825734,0.958161,0.931818,0.8637,0.600404,0.90099
Bagging-I-1..25-Logistic,0.233179,0.989978,0.633235,0.763785,0.746342,0.8876,0.911642,0.757655,0.679487,0.96495,0.617989,0.652381,0.932533,0.50548,0.800498,0.75462,0.85176,0.755,0.775617,0.967213,0.775391,0.86078,0.641745,0.747899,0.571429,0.606061,0.831133,0.833333,0.833796,0.850179,0.9728,0.874169,0.949091,0.974924,0.422239,0.92504,0.773321,0.684348,0.502404,0.851351,0.90566,0.75,0.72491,0.643519,0.545858,0.999132,0.913934,0.999979,0.925216,0.961068,0.96531,0.95571,0.64,0.436579,0.860764,0.958802,0.55,0.967873,0.711042,0.750871,0.765625,0.925167,0.928765,0.802688,0.783333,0.902555,0.7,0.766595,0.53532,0.977632,0.8026,0.955173,0.831425,0.8654,0.589623,0.847525
Bagging-I-1..25-LWL,0.23007,0.949332,0.563369,0.525811,0.588618,0.8064,0.921891,0.770024,0.741758,0.94114,0.659864,0.65368,0.700231,0.492193,0.81677,0.823709,0.855072,0.702333,0.699259,0.889071,0.735677,0.671131,0.559709,0.740429,0.535714,0.704545,0.800203,0.804989,0.77963,0.818064,0.952942,0.839506,0.942222,0.820401,0.262974,0.859649,0.4427,0.655487,0.578125,0.771396,0.849057,0.75,0.745968,0.671296,0.60989,0.972222,0.934426,0.971997,0.880633,0.762278,0.931345,0.674945,0.702778,0.405471,0.7507,0.829389,0.633333,0.965536,0.714138,0.701376,0.763221,0.579586,0.797164,0.794796,0.79375,0.919786,0.695833,0.863127,0.535099,0.701775,0.514077,0.956322,0.454798,0.642325,0.410827,0.877888
Bagging-I-1..25-MultilayerPerceptron,0.275211,0.989421,0.705963,0.785909,0.742857,0.9232,0.914997,0.739685,0.703186,0.965379,0.685714,0.704762,0.992091,0.537872,0.839674,0.722826,0.861836,0.762,0.69366,0.967994,0.763951,0.86942,0.669782,0.726942,0.535714,0.732481,0.837184,0.836735,0.82381,0.841129,0.945033,0.896724,0.957333,0.99005,0.665971,0.882206,0.85545,0.712077,0.517857,0.842664,0.925083,1,0.889401,1,0.900254,1,0.909836,1,0.999547,0.983292,0.965417,0.949497,0.609524,0.450016,0.905813,0.966523,0.533333,0.974284,0.71001,0.739004,0.826923,0.933016,0.928121,0.80917,0.782813,0.887701,0.7125,0.766595,0.596499,0.981472,0.828309,0.954789,0.932435,0.86005,0.608378,0.944194
Bagging-I-1..25-NaiveBayes,0.238072,0.89124,0.650996,0.614491,0.584669,0.9014,0.838526,0.743527,0.726399,0.960121,0.653333,0.653061,0.846258,0.499208,0.782997,0.672554,0.780124,0.751125,0.706482,0.967213,0.764757,0.865646,0.497923,0.756303,0.601191,0.700757,0.837459,0.836735,0.836574,0.856631,0.954467,0.824074,0.948571,0.879068,0.35884,0.921728,0.643105,0.559834,0.494792,0.825676,0.896855,0.75,0.754032,0.662423,0.579882,0.972222,0.932377,0.953471,0.902646,0.91271,0.905145,0.856957,0.672223,0.489085,0.795723,0.805442,0.644445,0.928111,0.655831,0.742026,0.695913,0.912152,0.799435,0.722119,0.779688,0.851795,0.715625,0.95243,0.520235,0.693707,0.464184,0.899425,0.643985,0.7996,0.578336,0.941914
Bagging-I-1..25-NaiveBayesUpdateable,0.237796,0.889964,0.64906,0.600885,0.578049,0.9004,0.837612,0.740777,0.72669,0.959228,0.660714,0.659048,0.851041,0.498982,0.781703,0.673525,0.778696,0.7532,0.716358,0.96357,0.762876,0.869048,0.522029,0.75817,0.558036,0.715368,0.837184,0.835034,0.834979,0.851613,0.955373,0.827635,0.948889,0.878098,0.358976,0.917544,0.643133,0.563768,0.496094,0.824939,0.907682,0.75,0.756721,0.662423,0.556751,0.972222,0.930913,0.9532,0.902344,0.912781,0.907578,0.856941,0.679365,0.491314,0.795529,0.804221,0.633333,0.928508,0.650929,0.742026,0.689423,0.898487,0.798482,0.711276,0.777083,0.86631,0.725,0.951724,0.529801,0.689457,0.462884,0.898276,0.644445,0.79964,0.577922,0.938119
Bagging-I-1..25-NBTree,0.252993,0.981855,0.678761,0.690266,0.759582,0.8384,0.934222,0.768447,0.729604,0.971674,0.671429,0.661225,0.908372,0.527902,0.837733,0.718297,0.876087,0.758857,0.785185,0.97541,0.755697,0.860119,0.759346,0.748911,0.528571,0.60303,0.832883,0.835714,0.82037,0.845161,0.994919,0.923077,0.946667,0.985255,0.556797,0.909357,0.668059,0.688647,0.5625,0.85946,0.891195,0.998457,0.897849,0.651235,0.598478,0.997685,0.930328,1,0.965317,0.976157,0.971656,0.987514,0.673611,0.469912,0.840306,0.977705,0.65,0.984699,0.730306,0.753283,0.816346,0.93265,0.946909,0.820818,0.815,0.893048,0.7125,0.954545,0.554872,0.91023,0.752216,0.955747,0.948148,0.843475,0.593473,0.942574
Bagging-I-1..25-NNge,0.251416,0.985245,0.640788,0.723451,0.70122,0.8474,0.931237,0.759362,0.70236,0.962486,0.500952,0.451428,0.937114,0.509844,0.828804,0.70163,0.856884,0.747769,0.729861,0.95526,0.755909,0.864583,0.691277,0.704248,0.467532,0.779614,0.841584,0.809524,0.829101,0.830645,0.982668,0.920228,0.957143,0.981164,0.655683,0.859649,0.94112,0.699793,0.5375,0.787838,0.671159,1,0.879032,0.536265,0.549112,0.997428,0.926776,0.999891,0.968395,0.960469,0.967538,0.98088,0.661111,0.435988,0.888934,0.970419,0.493333,0.970539,0.712848,0.723499,0.74359,0.917277,0.940122,0.798637,0.78125,0.933155,0.692308,0.580627,0.650662,0.854071,0.691095,0.959196,0.942828,0.839585,0.593216,0.949081
Bagging-I-1..25-OneR,0.253717,0.836303,0.552544,0.464602,0.562601,0.6892,0.906716,0.772384,0.694056,0.929185,0.152381,0.152381,0.700231,0.45973,0.815217,0.666537,0.855072,0.689636,0.467284,0.501093,0.732292,0.65,0.58785,0.73268,0.485714,0.587121,0.778465,0.802721,0.772685,0.814392,0.965756,0.862773,0.938667,0.684397,0.247968,0.845614,0.179857,0.589855,0.4125,0.757508,0.5,0.75,0.731183,0.671296,0.598619,0.822145,0.777049,0.985229,0.709722,0.356584,0.936141,0.411686,0.7,0.268764,0.603177,0.672186,0.644445,0.964353,0.583419,0.614447,0.689423,0.406296,0.789984,0.79777,0.68125,0.919786,0.695833,0.242459,0.468543,0.699374,0.51844,0.956322,0.374523,0.56356,0.402067,0.411342
Bagging-I-1..25-PART,0.246691,0.981266,0.739381,0.786136,0.711653,0.879733,0.931717,0.758668,0.73951,0.960181,0.640816,0.623376,0.956018,0.531116,0.852582,0.663043,0.864976,0.749,0.613492,0.965391,0.752084,0.863095,0.725234,0.732026,0.654762,0.80303,0.827833,0.811224,0.81358,0.814193,0.994987,0.931624,0.929697,0.992678,0.534324,0.847953,0.927361,0.714203,0.553125,0.827703,0.865352,0.997917,0.864919,0.716435,0.608284,0.996817,0.929742,1,0.995447,0.966655,0.972629,0.98229,0.679167,0.434735,0.895894,0.965021,0.466667,0.985507,0.72291,0.74283,0.783654,0.886384,0.949754,0.823792,0.766667,0.89916,0.755,0.937304,0.578146,0.973158,0.746897,0.962452,0.868283,0.835686,0.601997,0.89879
Bagging-I-1..25-RandomForest,0.247187,0.992353,0.666877,0.778269,0.835772,0.849422,0.91479,0.759709,0.708392,0.963281,0.548299,0.533333,0.941262,0.525911,0.853533,0.688587,0.85942,0.7576,0.707037,0.955601,0.759928,0.860317,0.778037,0.698802,0.647959,0.820707,0.827723,0.81335,0.819577,0.843318,0.990427,0.931624,0.956667,0.991552,0.422239,0.867168,0.947117,0.729469,0.440972,0.831926,0.875472,0.978505,0.877016,0.559854,0.565089,1,0.928279,1,0.984953,0.98,0.974652,0.989772,0.661111,0.439528,0.913484,0.974026,0.58,0.979814,0.719372,0.731004,0.835577,0.912361,0.951641,0.820818,0.789583,0.909855,0.733333,0.766595,0.628035,0.92547,0.747281,0.960919,0.958081,0.851057,0.617251,0.90099
Bagging-I-1..25-RandomTree,0.239167,0.98608,0.585651,0.739676,0.765854,0.8496,0.93081,0.746663,0.713287,0.964439,0.622857,0.607143,0.892361,0.500679,0.810598,0.689476,0.831884,0.7335,0.7625,0.945107,0.730794,0.835417,0.734312,0.712418,0.616072,0.782468,0.802923,0.812018,0.8,0.832258,0.969277,0.920798,0.928889,0.95484,0.646703,0.818714,0.895417,0.696618,0.424107,0.792471,0.70029,0.915509,0.816533,0.544213,0.588757,0.976389,0.856557,0.999938,0.938889,0.943001,0.9685,0.982775,0.66,0.418879,0.892691,0.957865,0.562963,0.971832,0.695562,0.730352,0.75601,0.893518,0.94209,0.796468,0.729688,0.903744,0.684375,0.725306,0.633278,0.836117,0.730024,0.942883,0.928914,0.792171,0.577718,0.947525
Bagging-I-1..25-RBFNetwork,0.233179,0.962324,0.648599,0.762537,0.683537,0.89392,0.932164,0.762621,0.731269,0.960658,0.628571,0.650793,0.918499,0.528089,0.808696,0.786685,0.804589,0.747545,0.724691,0.968579,0.754464,0.851786,0.701973,0.747712,0.5625,0.753788,0.83687,0.829082,0.831217,0.862673,0.956021,0.916972,0.957333,0.878286,0.422239,0.902534,0.668059,0.642898,0.553309,0.818533,0.633333,0.476337,0.513441,0.671296,0.621302,0.536459,0.518735,0.984589,0.940046,0.941174,0.953865,0.954824,0.653087,0.419617,0.849553,0.890909,0.516667,0.964376,0.388324,0.380394,0.786659,0.920205,0.826963,0.795539,0.576563,0.919786,0.703571,0.953257,0.549669,0.713466,0.670449,0.946743,0.887879,0.85496,0.590746,0.943894
Bagging-I-1..25-REPTree,0.248102,0.979213,0.715441,0.748378,0.653293,0.830667,0.906716,0.765581,0.687606,0.956482,0.419048,0.419048,0.912616,0.539388,0.850349,0.67071,0.857321,0.742138,0.606605,0.924083,0.759115,0.832696,0.717209,0.73561,0.59447,0.824337,0.814385,0.791043,0.807407,0.820046,0.995157,0.914271,0.949524,0.990345,0.575155,0.842755,0.894954,0.701664,0.486779,0.765911,0.490347,0.988426,0.766726,0.642157,0.574373,0.999681,0.931694,0.999778,0.968192,0.936684,0.972017,0.977169,0.705556,0.427842,0.88507,0.964558,0.531111,0.986196,0.725021,0.748271,0.772374,0.854292,0.938134,0.80285,0.7675,0.919786,0.70431,0.525509,0.564409,0.89996,0.733361,0.956404,0.808437,0.817452,0.604736,0.423996
Bagging-I-1..25-Ridor,0.233179,0.978842,0.697455,0.737674,0.737669,0.8552,0.93113,0.763956,0.733766,0.961373,0.607619,0.576191,0.950232,0.55465,0.843478,0.804557,0.866485,0.7255,0.73836,0.960383,0.754774,0.843254,0.713396,0.739963,0.583333,0.800758,0.825083,0.808552,0.818519,0.803226,0.992868,0.910147,0.952,0.911034,0.558668,0.859649,0.668059,0.708696,0.458333,0.807808,0.82783,0.75,0.71371,0.672917,0.601183,0.973958,0.885246,1,0.960505,0.966904,0.970887,0.981559,0.709876,0.437758,0.895347,0.965422,0.471429,0.982953,0.674923,0.737336,0.768029,0.88287,0.937529,0.805452,0.753571,0.916907,0.709375,0.948683,0.517158,0.946764,0.738589,0.956034,0.851227,0.838,0.595957,0.90495
Bagging-I-1..25-SimpleLogistic,0.271798,0.988493,0.737279,0.837304,0.758885,0.870044,0.93694,0.775485,0.719281,0.964235,0.68658,0.646032,0.927662,0.509165,0.83288,0.802536,0.866667,0.755667,0.716402,0.972677,0.770833,0.877451,0.635514,0.749183,0.564286,0.570937,0.830583,0.834467,0.836667,0.850323,0.969048,0.887465,0.9575,0.964852,0.422239,0.871345,0.77308,0.689328,0.524306,0.844595,0.888365,0.75,0.740927,0.643939,0.561144,1,0.934426,0.999241,0.926136,0.973541,0.964407,0.954012,0.642222,0.46411,0.858515,0.949242,0.586667,0.967816,0.726316,0.756801,0.776442,0.933821,0.927706,0.81264,0.798214,0.916043,0.7275,0.766595,0.535596,0.981675,0.776714,0.959934,0.798451,0.86912,0.587846,0.90429
Bagging-I-1..25-SMO,0.243835,0.966358,0.701327,0.759292,0.685017,0.872533,0.937687,0.779611,0.7,0.967453,0.646429,0.662585,0.928964,0.493454,0.822593,0.77038,0.859131,0.751,0.76963,0.966823,0.771334,0.791997,0.528037,0.73602,0.525974,0.544372,0.839109,0.828042,0.843875,0.855484,0.935843,0.882051,0.953333,0.950688,0.437851,0.877193,0.805845,0.58087,0.475,0.838964,0.914151,0.75,0.787097,0.671296,0.568047,0.976562,0.934426,1,0.930797,0.984591,0.932076,0.977931,0.673334,0.466077,0.863741,0.91974,0.555555,0.938797,0.720799,0.756231,0.797115,0.930308,0.901157,0.799257,0.8,0.91377,0.709375,0.766595,0.536424,0.983299,0.724909,0.960591,0.500673,0.86532,0.54072,0.925743
Bagging-I-1..25-VFI,0.156428,0.777999,0.518252,0.583186,0.589547,0.63808,0.772814,0.563107,0.683567,0.964076,0.503896,0.52381,0.81331,0.455957,0.791537,0.648486,0.839312,0.713417,0.728086,0.934654,0.653646,0.782143,0.605919,0.606655,0.569047,0.643356,0.816648,0.819728,0.81037,0.867742,0.970484,0.923077,0.958788,0.882457,0.180015,0.891813,0.62095,0.528019,0.493056,0.785473,0.672714,0.75,0.744355,0.496528,0.488166,0.972222,0.932535,0.998847,0.759054,0.830836,0.897543,0.788892,0.541667,0.390856,0.722412,0.777056,0.655555,0.706863,0.621904,0.693324,0.649408,0.862581,0.782994,0.74137,0.755,0.935078,0.71,0.889446,0.541942,0.659969,0.540296,0.925671,0.586003,0.59846,0.523103,0.862211
Bagging-I-1..25-ZeroR,0.164951,0.761693,0.542035,0.249262,0.326829,0.461714,0.906716,0.771845,0.702797,0.655222,0.419048,0.419048,0.700231,0.42702,0.630435,0.663043,0.555072,0.7,0.577778,0.306011,0.651042,0.425595,0.35247,0.735294,0.480159,0.386364,0.544554,0.639456,0.555556,0.793548,0.922853,0.641026,0.333333,0.522215,0.162283,0.649123,0.040413,0.57971,0.380208,0.547297,0.481132,0.501736,0.5,0.671296,0.621302,0.527778,0.505123,0.517971,0.333047,0.101167,0.89768,0.10394,0.711111,0.247788,0.237816,0.142857,0.6,0.938759,0.272446,0.310507,0.533654,0.13348,0.605955,0.795539,0.5,0.919786,0.5,0.518809,0.32649,0.653445,0.25742,0.613793,0.090909,0.338167,0.311995,0.405941
Bagging-I-25..50-ConjunctiveRule,0.220254,0.832572,0.54351,0.464602,0.468563,0.798933,0.906716,0.771845,0.702797,0.944635,0.52381,0.565715,0.700231,0.42702,0.813406,0.80314,0.855072,0.7,0.676936,0.504554,0.734954,0.645833,0.589953,0.735294,0.607143,0.552189,0.782545,0.799698,0.806944,0.793548,0.967285,0.843305,0.935151,0.660513,0.221616,0.785965,0.102355,0.612681,0.388393,0.751502,0.867925,0.75,0.733871,0.671296,0.621302,0.908179,0.88183,0.886755,0.6625,0.263345,0.931299,0.204906,0.711111,0.265487,0.439347,0.564502,0.587879,0.978695,0.674923,0.534709,0.737981,0.264845,0.823879,0.795539,0.733333,0.919786,0.684375,0.634587,0.463576,0.692216,0.518203,0.954023,0.319697,0.610225,0.407008,0.609901
Bagging-I-25..50-DecisionStump,0.218578,0.836303,0.545477,0.464602,0.452195,0.7402,0.906987,0.770496,0.729021,0.938722,0.567619,0.571429,0.700231,0.439783,0.815217,0.804952,0.855072,0.7,0.694444,0.502732,0.730794,0.645833,0.468368,0.738562,0.614286,0.554293,0.780078,0.804082,0.781852,0.807885,0.952961,0.83547,0.926,0.660513,0.221588,0.854386,0.109586,0.623634,0.515625,0.751559,0.845172,0.75,0.733871,0.671296,0.614201,0.881366,0.891621,0.886755,0.6625,0.228959,0.931299,0.204616,0.702469,0.289414,0.4397,0.564113,0.677778,0.965536,0.674923,0.534709,0.730769,0.281405,0.7878,0.795539,0.765,0.919786,0.6925,0.625026,0.479659,0.699374,0.403467,0.956322,0.285859,0.5833,0.407201,0.619802
Bagging-I-25..50-DecisionTable,0.256811,0.987008,0.659538,0.758534,0.758537,0.855733,0.908412,0.770388,0.706294,0.956561,0.472619,0.446032,0.920935,0.516802,0.850883,0.806612,0.856618,0.713889,0.638624,0.918033,0.756655,0.819805,0.698598,0.742647,0.626623,0.666667,0.812706,0.79025,0.830688,0.826303,0.993069,0.905983,0.943333,0.97475,0.46343,0.854386,0.79695,0.632938,0.475694,0.795738,0.89371,1,0.971774,0.671296,0.617921,0.994444,0.933402,0.999877,0.94086,0.890154,0.963206,0.902524,0.695062,0.384071,0.863753,0.960606,0.616667,0.975934,0.713622,0.747713,0.761676,0.903245,0.930039,0.794713,0.791071,0.919786,0.717188,0.635841,0.52034,0.739127,0.709811,0.955402,0.810101,0.8007,0.582615,0.902228
Bagging-I-25..50-HyperPipes,0.113612,0.960802,0.584292,0.659292,0.639024,0.5064,0.930348,0.766181,0.686713,0.964495,0.599134,0.580953,0.700231,0.424757,0.682065,0.722826,0.535818,0.7012,0.781019,0.963984,0.677083,0.798611,0.544059,0.724673,0.545455,0.583333,0.690136,0.725907,0.678836,0.833871,0.938456,0.38968,0.934444,0.543537,0.099658,0.912281,0.36349,0.50029,0.542614,0.751689,0.622642,0.75,0.733871,0.671296,0.622781,0.472222,0.653396,0.99762,0.62617,0.791993,0.935136,0.454588,0.693651,0.296755,0.605777,0.826174,0.609524,0.938715,0.687565,0.695708,0.692308,0.88538,0.745905,0.801322,0.683333,0.935829,0.65625,0.895024,0.524503,0.346555,0.409772,0.712797,0.436364,0.5912,0.417116,0.926733
Bagging-I-25..50-IB1,0.208831,0.982342,0.574115,0.746581,0.731707,0.855086,0.923217,0.7094,0.715229,0.960658,0.653061,0.652381,0.918467,0.457796,0.817158,0.654644,0.842443,0.725143,0.736111,0.952732,0.72526,0.835623,0.71028,0.699346,0.457792,0.731061,0.812706,0.804665,0.771193,0.803871,0.922289,0.860716,0.959394,0.965551,0.617858,0.864035,0.96113,0.619131,0.433036,0.826255,0.829515,0.979828,0.793548,0.555092,0.590533,0.98545,0.813115,1,0.970053,0.986944,0.962094,0.993476,0.65873,0.402253,0.908927,0.963907,0.591667,0.961029,0.699174,0.725397,0.857692,0.913372,0.917681,0.733168,0.729167,0.893642,0.668182,0.778409,0.610375,0.974136,0.70985,0.927012,0.979629,0.76556,0.545223,0.955896
Bagging-I-25..50-IBk,0.215893,0.984148,0.572219,0.729646,0.744251,0.860444,0.923041,0.693113,0.722278,0.961016,0.643809,0.656582,0.943943,0.447386,0.81087,0.651009,0.83323,0.733375,0.732492,0.950137,0.71689,0.824777,0.707477,0.696442,0.488095,0.68771,0.794646,0.786394,0.765843,0.815054,0.922091,0.858618,0.958333,0.968899,0.711413,0.900585,0.961672,0.621256,0.425781,0.831081,0.846055,0.995833,0.805443,0.550347,0.567307,0.987765,0.815118,1,0.978616,0.986542,0.964157,0.993359,0.658974,0.412488,0.909625,0.967594,0.6,0.960846,0.700405,0.734521,0.861538,0.917277,0.916074,0.731929,0.741667,0.889038,0.65625,0.799094,0.617219,0.988518,0.702916,0.925288,0.966835,0.766427,0.549596,0.960396
